Device_ID,Packet_Size (bytes),Latency (ms),Throughput (Mbps),Protocol_Type,Source_Port,Destination_Port,IP_Flag,Connection_Duration (ms),Packet_Count,Error_Rate,Fragmentation_Flag,Payload_Size (bytes),Session_Status,Attack_Type
Device_86,505,309.42,46.84,TCP,62100,534,SYN,4094.09,316,0.0087,1,886,Established,Normal
Device_15,236,53.12,31.57,TCP,5519,315,RST,2603.11,433,0.0194,0,664,Failed,Phishing
Device_54,200,152.26,28.93,TCP,58409,973,ACK,5901.97,392,0.0332,0,1499,Pending,Phishing
Device_1,245,92.27,10.19,TCP,16996,801,SYN,8672.14,841,0.0429,0,196,Failed,Phishing
Device_87,175,362.59,23.83,TCP,1461,789,RST,5640.69,104,0.0209,0,1147,Pending,Phishing
Device_59,551,315.24,48.94,ICMP,345,112,FIN,5362.3,721,0.0292,0,893,Failed,Spoofing
Device_19,123,274.02,91.39,TCP,731,27,FIN,8947.04,837,0.0381,0,1225,Failed,Spoofing
Device_8,132,474.77,22.87,TCP,17805,979,SYN,2368.52,261,0.0127,0,880,Pending,Phishing
Device_11,85,102.29,95.68,TCP,43660,608,None,9296.12,503,0.0447,0,460,Pending,Phishing
Device_13,364,15.54,99.63,TCP,2494,29,None,667.63,914,0.0779,1,924,Pending,DDoS
Device_93,759,58.64,21.94,UDP,43482,665,FIN,525.48,181,0.0186,1,793,Established,Normal
Device_88,954,323.6,18.73,TCP,21565,630,ACK,9945.49,203,0.0061,0,961,Established,Normal
Device_69,940,305.6,57.25,TCP,515,488,RST,2648.5,718,0.0444,1,67,Failed,Spoofing
Device_66,776,490.86,78.54,TCP,11504,868,None,7004.97,761,0.0797,0,1126,Pending,DDoS
Device_59,248,47.86,23.37,ICMP,23374,587,RST,5281.76,337,0.0095,1,1109,Established,Normal
Device_10,147,218.94,57.41,ICMP,8267,921,ACK,3437.74,771,0.0623,1,329,Pending,DDoS
Device_31,1083,124.37,25.99,ICMP,17856,318,None,2096.38,7,0.0009,0,36,Established,Normal
Device_57,642,244.26,15.58,UDP,38311,279,FIN,2672.75,95,0.0048,1,1134,Established,Normal
Device_95,998,146.89,52.27,ICMP,301,363,RST,6559.99,636,0.0539,1,809,Failed,Spoofing
Device_35,1084,200.25,99.1,TCP,53293,852,None,4821.26,704,0.0889,0,379,Pending,DDoS
Device_82,685,89.49,1.37,ICMP,28121,457,None,5584.88,416,0.0027,1,596,Established,Normal
Device_57,1273,241.82,60.16,UDP,56401,686,FIN,1401.5,547,0.0698,0,297,Pending,DDoS
Device_60,834,313.15,82.76,TCP,37305,643,None,6637.93,779,0.0514,1,429,Pending,DDoS
Device_65,170,97.6,33.35,TCP,64139,85,FIN,4299.78,764,0.0438,0,1146,Failed,Phishing
Device_85,945,240.61,2.03,ICMP,56172,642,FIN,4677.72,347,0.0018,0,749,Established,Normal
Device_47,249,266.12,82.0,TCP,57456,495,ACK,8214.97,717,0.0484,0,705,Failed,Phishing
Device_85,197,234.62,27.87,UDP,325,715,RST,3434.19,303,0.0249,1,345,Failed,Spoofing
Device_6,197,85.34,27.55,ICMP,46229,728,ACK,6100.21,320,0.009,1,1249,Established,Normal
Device_5,842,409.69,46.91,TCP,19652,890,None,1808.02,349,0.0124,0,690,Established,Normal
Device_6,110,255.84,34.74,TCP,8007,841,None,162.53,351,0.0257,0,1340,Failed,Phishing
Device_17,1067,200.25,34.7,UDP,11352,191,RST,7190.2,45,0.0153,0,1311,Established,Normal
Device_72,707,7.82,1.14,UDP,681,1003,FIN,4664.62,180,0.0557,1,356,Failed,Spoofing
Device_46,197,386.37,35.13,TCP,20536,502,SYN,3818.25,753,0.027,0,1167,Failed,Phishing
Device_42,90,379.79,74.45,TCP,50368,946,RST,4553.3,408,0.0209,0,653,Pending,Phishing
Device_32,248,237.56,38.67,TCP,18998,256,RST,8694.82,270,0.0159,1,978,Failed,Phishing
Device_80,1383,154.81,39.03,UDP,770,596,FIN,1695.16,8,0.0784,0,1209,Pending,Spoofing
Device_11,180,228.17,13.86,TCP,61907,583,ACK,9644.52,859,0.0339,0,952,Failed,Phishing
Device_67,250,491.43,63.5,ICMP,4021,290,None,6560.59,519,0.0511,0,767,Pending,DDoS
Device_83,851,424.9,31.92,ICMP,38398,1013,None,2760.95,471,0.0197,0,790,Established,Normal
Device_66,356,106.85,86.39,ICMP,751,649,FIN,8136.36,623,0.0564,0,331,Pending,Spoofing
Device_21,164,58.24,46.6,TCP,29816,744,SYN,4821.52,43,0.0182,0,1434,Pending,Phishing
Device_66,1303,271.58,78.67,UDP,32750,205,RST,4099.39,760,0.0824,1,1481,Pending,DDoS
Device_86,1403,254.62,84.21,TCP,10933,499,FIN,2743.62,629,0.0556,1,1095,Pending,DDoS
Device_39,697,25.52,49.07,ICMP,48651,838,RST,6780.39,355,0.0053,1,579,Established,Normal
Device_28,91,264.86,16.45,TCP,17672,113,ACK,4976.51,862,0.026,0,419,Failed,Phishing
Device_62,131,298.73,1.1,TCP,30396,940,RST,2654.16,228,0.0298,1,758,Pending,Phishing
Device_51,628,456.14,15.78,TCP,34493,901,ACK,1544.4,422,0.0028,1,369,Established,Normal
Device_69,175,51.13,2.68,TCP,30436,949,None,411.51,399,0.0231,1,338,Failed,Phishing
Device_39,198,488.15,62.39,TCP,63520,667,FIN,6435.05,302,0.0175,1,7,Pending,Phishing
Device_80,516,171.1,28.3,TCP,777,424,FIN,2568.56,130,0.0582,1,180,Pending,Spoofing
Device_43,1305,429.53,45.47,TCP,47291,218,None,7444.99,291,0.0109,1,1173,Established,Normal
Device_21,996,284.42,11.98,TCP,56919,9,FIN,7902.57,289,0.0134,1,1029,Established,Normal
Device_78,133,182.06,7.11,TCP,6379,95,FIN,7098.66,345,0.0241,1,947,Failed,Phishing
Device_6,82,147.52,39.52,ICMP,37802,853,ACK,4614.18,43,0.0168,0,1409,Established,Normal
Device_65,431,497.59,96.89,UDP,540,556,RST,3413.95,354,0.0666,1,1047,Pending,Spoofing
Device_1,122,34.15,19.15,TCP,23280,833,FIN,498.2,415,0.0106,1,669,Failed,Phishing
Device_92,685,184.71,77.89,TCP,50295,104,FIN,7046.15,815,0.0586,0,1083,Failed,DDoS
Device_43,1159,189.98,79.76,UDP,13300,99,RST,6395.49,562,0.076,1,402,Pending,DDoS
Device_47,875,391.92,30.25,UDP,195,25,FIN,3698.47,535,0.0297,1,1161,Pending,Spoofing
Device_54,996,258.02,89.52,UDP,11460,572,FIN,5973.18,619,0.057,1,550,Failed,DDoS
Device_77,924,219.98,51.01,ICMP,47460,520,None,3728.95,857,0.0882,1,1025,Failed,DDoS
Device_68,1338,54.42,28.92,ICMP,44064,655,SYN,4242.86,287,0.0187,1,71,Established,Normal
Device_98,91,447.88,39.75,TCP,23980,295,ACK,2876.62,39,0.0147,0,59,Failed,Phishing
Device_58,100,356.78,10.09,TCP,26040,861,FIN,1315.82,293,0.0075,1,1372,Established,Normal
Device_81,913,199.71,40.82,UDP,13491,710,FIN,9209.6,361,0.0164,0,296,Established,Normal
Device_19,223,348.58,48.06,TCP,27862,978,SYN,3733.74,533,0.0399,1,1334,Pending,Phishing
Device_47,224,315.67,53.89,TCP,44464,755,RST,3569.01,855,0.0299,1,950,Pending,Phishing
Device_80,678,337.02,16.03,UDP,465,387,RST,8684.91,948,0.0486,0,19,Failed,Spoofing
Device_6,938,464.49,7.36,ICMP,20982,400,None,479.47,357,0.0082,1,961,Established,Normal
Device_25,1053,181.07,57.71,TCP,230,63,RST,4783.37,999,0.0307,1,225,Pending,Spoofing
Device_15,1473,93.6,51.37,UDP,34539,567,SYN,3244.47,608,0.0695,0,705,Failed,DDoS
Device_32,1134,429.91,74.33,TCP,1904,450,SYN,3740.85,690,0.0872,1,283,Pending,DDoS
Device_80,1162,302.03,38.89,TCP,441,979,RST,289.84,958,0.0768,1,126,Pending,Spoofing
Device_98,145,450.26,77.32,TCP,47378,608,ACK,5937.06,311,0.034,1,1170,Failed,Phishing
Device_66,338,96.78,25.36,ICMP,278,319,FIN,5323.23,362,0.0655,0,714,Failed,Spoofing
Device_14,1124,381.09,38.36,TCP,16086,23,SYN,9850.82,185,0.0103,1,923,Established,Normal
Device_21,1199,13.07,55.57,ICMP,7417,937,ACK,7467.1,700,0.0672,0,52,Pending,DDoS
Device_27,353,293.07,48.22,ICMP,63083,181,RST,7489.48,337,0.0177,1,285,Established,Normal
Device_61,603,81.82,12.41,TCP,232,541,RST,3707.81,455,0.0717,0,656,Pending,Spoofing
Device_20,1374,303.35,88.24,ICMP,197,633,FIN,633.73,717,0.076,1,1214,Failed,Spoofing
Device_11,1256,85.87,88.29,ICMP,48768,600,FIN,2166.41,638,0.0772,0,163,Pending,DDoS
Device_16,140,438.45,81.65,UDP,9103,827,FIN,8197.91,981,0.0787,0,966,Pending,DDoS
Device_39,1141,295.2,44.2,TCP,52406,53,RST,3249.43,74,0.0147,0,173,Established,Normal
Device_30,124,205.98,37.15,TCP,4420,745,ACK,4815.77,564,0.0205,1,301,Failed,Phishing
Device_97,378,404.35,85.27,ICMP,266,378,RST,4872.71,673,0.0225,1,426,Pending,Spoofing
Device_76,148,98.75,3.07,TCP,47207,378,FIN,1470.29,161,0.0285,0,477,Failed,Phishing
Device_3,173,46.81,36.12,UDP,21371,100,SYN,2370.64,441,0.0165,0,1131,Established,Normal
Device_95,1221,371.68,87.83,UDP,404,897,FIN,9517.16,522,0.0586,1,24,Pending,Spoofing
Device_15,665,74.4,39.0,UDP,1734,898,None,6920.16,139,0.0005,1,1163,Established,Normal
Device_37,1039,373.47,58.28,ICMP,48812,136,RST,9494.82,796,0.0887,0,1273,Failed,DDoS
Device_99,555,313.38,36.74,ICMP,43933,296,SYN,8701.84,367,0.0172,0,1485,Established,Normal
Device_20,833,12.84,73.17,TCP,65,46,FIN,2981.65,500,0.0309,1,1341,Pending,Spoofing
Device_42,104,356.01,11.95,TCP,6300,764,SYN,6144.3,75,0.0117,0,1496,Pending,Phishing
Device_40,100,435.94,79.24,TCP,9831,507,ACK,2217.55,146,0.0462,1,816,Pending,Phishing
Device_56,408,23.16,97.3,TCP,40,390,FIN,9915.27,643,0.0763,0,434,Pending,Spoofing
Device_43,658,91.14,84.68,ICMP,145,391,RST,4284.47,599,0.0554,0,721,Pending,Spoofing
Device_72,118,413.09,67.87,TCP,36728,505,ACK,6056.49,433,0.0359,1,537,Failed,Phishing
Device_82,1296,469.5,36.09,ICMP,44364,797,FIN,4519.07,140,0.019,0,1258,Established,Normal
Device_45,118,228.14,95.42,UDP,46482,524,FIN,9266.17,631,0.0569,0,1055,Pending,DDoS
Device_95,902,71.37,12.13,TCP,20702,307,FIN,8850.18,341,0.0152,0,578,Established,Normal
Device_29,1084,444.7,72.76,UDP,38681,944,SYN,7617.98,595,0.0864,1,1066,Pending,DDoS
Device_51,131,260.29,27.43,TCP,52687,343,RST,1657.86,362,0.0222,1,443,Failed,Phishing
Device_9,837,290.24,84.5,UDP,482,889,RST,6825.14,593,0.0442,1,917,Pending,Spoofing
Device_31,1440,187.72,61.44,ICMP,20291,277,None,3451.57,563,0.0504,0,829,Failed,DDoS
Device_53,1497,167.0,37.64,ICMP,808,149,RST,1637.56,433,0.06,0,233,Failed,Spoofing
Device_53,159,11.57,46.2,TCP,7141,783,RST,4899.79,547,0.0349,0,1446,Pending,Phishing
Device_46,1119,426.55,8.19,TCP,194,680,RST,5044.5,928,0.0759,1,682,Pending,Spoofing
Device_70,201,345.41,0.5,TCP,32875,824,SYN,3681.83,811,0.0327,1,1214,Failed,Phishing
Device_61,667,302.65,92.11,TCP,35973,662,SYN,497.41,847,0.0853,0,1070,Pending,DDoS
Device_22,87,151.32,88.98,TCP,36545,702,FIN,5318.28,217,0.033,1,203,Failed,Phishing
Device_58,972,59.83,4.76,ICMP,20748,236,RST,5245.62,133,0.0103,0,728,Established,Normal
Device_64,1310,148.27,14.94,ICMP,53872,146,RST,7431.06,322,0.0063,1,535,Established,Normal
Device_82,1125,392.53,51.37,ICMP,56545,382,RST,3133.16,940,0.0678,0,1446,Pending,DDoS
Device_35,816,294.62,80.87,UDP,832,393,RST,921.0,190,0.0347,0,177,Pending,Spoofing
Device_71,231,91.33,68.84,TCP,32816,674,ACK,311.44,879,0.041,0,75,Pending,Phishing
Device_59,1294,379.15,37.52,ICMP,27824,975,ACK,7177.92,350,0.0186,0,557,Established,Normal
Device_27,76,276.17,97.9,TCP,31360,627,SYN,4770.08,719,0.0477,0,78,Failed,Phishing
Device_10,1314,100.83,98.0,UDP,11421,361,ACK,6275.02,931,0.0666,0,634,Failed,DDoS
Device_7,82,367.16,40.08,TCP,32768,71,RST,8541.47,339,0.0257,1,44,Pending,Phishing
Device_7,180,490.52,34.05,TCP,7618,252,RST,9103.66,819,0.0271,0,451,Pending,Phishing
Device_69,959,42.36,83.01,TCP,51223,119,None,3902.11,505,0.0823,0,608,Failed,DDoS
Device_17,226,114.46,19.2,TCP,56732,465,FIN,3595.47,231,0.0272,1,1479,Pending,Phishing
Device_63,125,27.11,47.75,TCP,58111,803,SYN,4769.73,280,0.035,1,1154,Failed,Phishing
Device_51,757,263.64,60.79,TCP,16367,960,SYN,4845.12,780,0.0555,0,578,Failed,DDoS
Device_51,225,393.66,62.64,TCP,3066,1016,None,6538.52,455,0.0332,1,1463,Failed,Phishing
Device_97,127,292.89,73.6,ICMP,20647,402,ACK,2756.87,809,0.0956,0,290,Pending,DDoS
Device_67,1082,453.57,6.76,TCP,47242,340,ACK,3548.29,155,0.003,0,129,Established,Normal
Device_34,120,178.59,88.09,TCP,20455,354,FIN,7968.21,870,0.0138,1,299,Failed,Phishing
Device_92,679,340.58,13.54,ICMP,55368,419,RST,7326.24,29,0.0085,1,582,Established,Normal
Device_8,910,352.28,70.71,UDP,34193,797,None,6365.62,567,0.0919,0,987,Failed,DDoS
Device_20,626,284.16,66.7,ICMP,41403,906,ACK,6253.81,764,0.0583,1,675,Pending,DDoS
Device_52,153,367.17,53.99,TCP,37825,9,None,8033.26,424,0.0402,1,1175,Pending,Phishing
Device_98,619,437.24,35.68,UDP,19423,216,FIN,6258.45,313,0.0027,0,1039,Established,Normal
Device_33,1000,486.73,16.18,TCP,281,956,RST,6769.69,562,0.0745,1,80,Failed,Spoofing
Device_56,312,418.41,77.37,TCP,16991,919,SYN,5801.81,886,0.0679,1,1120,Failed,DDoS
Device_42,252,274.55,31.31,TCP,55894,129,None,939.46,995,0.0269,0,513,Pending,Phishing
Device_52,1046,492.15,9.73,UDP,45306,892,FIN,9768.97,81,0.0122,0,412,Established,Normal
Device_31,222,279.21,83.71,TCP,57294,131,None,6006.61,832,0.0634,1,389,Pending,DDoS
Device_50,1338,173.26,81.27,TCP,15164,51,None,2739.42,948,0.0703,1,1404,Failed,DDoS
Device_56,213,402.55,68.37,TCP,2505,584,SYN,2922.53,394,0.0472,1,777,Failed,Phishing
Device_95,216,138.18,81.14,ICMP,9,147,FIN,3841.83,702,0.0284,1,43,Pending,Spoofing
Device_51,940,225.8,58.53,ICMP,21103,852,None,6153.42,936,0.0965,1,416,Pending,DDoS
Device_24,756,350.55,63.62,ICMP,524,268,RST,5327.93,495,0.0793,0,471,Failed,Spoofing
Device_50,1021,462.3,92.16,TCP,58624,490,RST,1394.56,775,0.0854,1,331,Pending,DDoS
Device_61,854,357.4,22.35,ICMP,10738,675,RST,7127.69,32,0.0009,1,1099,Established,Normal
Device_89,99,206.24,30.08,TCP,35489,141,ACK,3880.08,256,0.0421,1,578,Failed,Phishing
Device_26,188,365.5,86.65,ICMP,58786,894,SYN,872.42,879,0.0536,0,418,Failed,DDoS
Device_5,149,425.39,28.83,ICMP,660,33,RST,9856.55,552,0.0484,1,343,Pending,Spoofing
Device_94,1006,230.86,17.85,UDP,299,958,RST,4515.26,42,0.0637,0,226,Pending,Spoofing
Device_84,1355,177.94,99.35,ICMP,40026,18,FIN,8421.14,536,0.0807,0,697,Failed,DDoS
Device_46,301,318.79,77.66,ICMP,37692,489,None,8539.01,727,0.0947,0,255,Failed,DDoS
Device_7,877,62.46,47.64,ICMP,7758,206,None,5002.18,218,0.0127,0,885,Established,Normal
Device_15,180,159.83,43.66,TCP,28813,788,RST,8341.72,45,0.0368,1,476,Pending,Phishing
Device_10,136,245.38,47.96,TCP,47763,166,None,5629.82,550,0.0462,1,1219,Failed,Phishing
Device_85,463,17.58,15.5,TCP,34009,930,RST,3741.56,24,0.0087,1,1377,Established,Normal
Device_91,105,206.73,15.98,TCP,15164,643,SYN,4173.42,406,0.0477,0,357,Pending,Phishing
Device_82,597,135.89,53.88,ICMP,683,904,RST,484.06,864,0.0452,1,1266,Pending,Spoofing
Device_75,468,364.25,14.41,ICMP,14602,343,RST,5765.72,3,0.0172,1,226,Established,Normal
Device_33,1194,378.41,33.58,UDP,161,145,FIN,3000.04,322,0.0467,0,1398,Pending,Spoofing
Device_63,996,475.19,66.49,ICMP,613,966,RST,6902.69,353,0.0724,0,589,Pending,Spoofing
Device_56,741,258.25,95.2,UDP,58533,528,RST,5608.34,996,0.0565,0,183,Failed,DDoS
Device_79,292,52.9,88.03,ICMP,889,138,RST,6113.95,911,0.0754,1,1083,Pending,Spoofing
Device_41,141,78.17,52.27,TCP,40252,634,None,7469.86,397,0.0437,0,687,Failed,Phishing
Device_76,164,475.58,76.63,TCP,4512,135,RST,4766.97,588,0.0956,1,684,Failed,DDoS
Device_47,118,57.74,3.38,TCP,63377,1008,RST,1178.95,910,0.0472,1,902,Failed,Phishing
Device_31,575,469.26,41.13,UDP,32580,933,RST,3954.96,137,0.0002,0,1414,Established,Normal
Device_32,348,229.45,90.85,ICMP,42692,7,ACK,5388.01,873,0.0629,0,1414,Pending,DDoS
Device_50,981,133.77,70.44,ICMP,339,579,FIN,5557.15,600,0.0416,0,673,Pending,Spoofing
Device_50,739,334.93,47.46,ICMP,2470,826,None,3271.33,148,0.0045,0,182,Established,Normal
Device_58,1476,14.06,63.31,ICMP,57470,126,RST,933.94,962,0.091,0,611,Failed,DDoS
Device_58,1038,433.67,17.21,TCP,11905,720,FIN,4610.92,9,0.0154,0,722,Established,Normal
Device_38,225,443.26,69.83,TCP,33214,466,None,903.39,847,0.0452,0,1014,Failed,Phishing
Device_13,772,116.12,34.18,UDP,64272,337,SYN,5720.26,306,0.0107,1,1402,Established,Normal
Device_15,183,445.61,26.47,ICMP,43901,278,FIN,3302.1,188,0.0147,1,214,Established,Normal
Device_18,189,344.95,59.54,TCP,54740,333,RST,9863.09,834,0.0389,0,336,Pending,Phishing
Device_75,1399,204.22,86.71,TCP,1005,818,FIN,7149.08,791,0.0381,0,43,Pending,Spoofing
Device_75,1471,230.37,41.76,TCP,446,880,RST,7328.93,778,0.0209,0,657,Failed,Spoofing
Device_8,1196,171.04,24.48,UDP,21573,830,None,6352.13,352,0.0069,1,895,Established,Normal
Device_50,142,257.09,31.45,TCP,31108,501,None,8896.58,413,0.0021,0,638,Established,Normal
Device_12,102,79.62,15.0,UDP,17152,359,SYN,6251.87,283,0.0016,0,178,Established,Normal
Device_62,177,63.53,18.49,TCP,47151,637,FIN,1883.21,514,0.0194,1,476,Pending,Phishing
Device_4,1117,159.59,90.56,UDP,761,354,RST,3312.52,56,0.0579,0,814,Pending,Spoofing
Device_35,1222,224.08,44.56,UDP,16159,788,SYN,8999.61,331,0.0121,1,48,Established,Normal
Device_40,130,8.43,89.62,TCP,33606,314,None,1910.73,233,0.0322,0,963,Pending,Phishing
Device_31,1422,125.3,13.99,TCP,34005,145,ACK,9155.85,215,0.0089,0,122,Established,Normal
Device_65,182,414.73,13.66,TCP,39148,647,RST,6857.91,314,0.0201,1,651,Failed,Phishing
Device_1,486,234.28,48.65,ICMP,994,675,FIN,37.27,408,0.0347,0,672,Failed,Spoofing
Device_30,962,370.34,34.83,TCP,102,658,FIN,6329.19,447,0.0206,0,1264,Pending,Spoofing
Device_2,835,169.71,44.31,ICMP,25912,436,FIN,287.51,231,0.0159,0,537,Established,Normal
Device_64,82,202.3,54.38,TCP,37159,336,SYN,9974.16,109,0.0323,1,1328,Pending,Phishing
Device_57,1052,235.55,31.32,TCP,42138,1,RST,8842.88,284,0.0022,0,142,Established,Normal
Device_98,104,310.69,74.67,TCP,53654,475,ACK,2210.17,144,0.0285,1,586,Failed,Phishing
Device_38,314,248.35,20.41,TCP,9303,470,None,3468.79,332,0.0091,1,1236,Established,Normal
Device_6,1062,432.29,42.15,UDP,685,96,FIN,629.87,132,0.0594,1,1360,Pending,Spoofing
Device_32,871,382.09,22.36,TCP,59173,855,SYN,3024.71,226,0.0179,1,305,Established,Normal
Device_28,1022,261.48,7.19,ICMP,53997,452,ACK,8627.23,438,0.0184,1,298,Established,Normal
Device_27,1059,374.04,21.71,UDP,8792,957,FIN,7416.53,374,0.0025,1,511,Established,Normal
Device_43,318,383.2,72.37,ICMP,637,683,FIN,4624.8,429,0.0394,0,903,Pending,Spoofing
Device_11,66,328.35,46.98,UDP,65361,1022,None,2423.61,18,0.0006,0,1118,Established,Normal
Device_77,946,176.08,95.08,UDP,15335,720,ACK,9216.56,754,0.0723,0,1181,Failed,DDoS
Device_89,1120,93.86,82.67,ICMP,30587,37,FIN,1479.18,566,0.0501,0,1189,Pending,DDoS
Device_30,97,337.46,35.64,TCP,24986,526,FIN,8728.88,312,0.0178,1,953,Failed,Phishing
Device_88,676,229.75,95.33,TCP,247,132,FIN,4227.54,459,0.0612,1,381,Failed,Spoofing
Device_2,1074,418.1,11.63,TCP,887,964,FIN,1651.45,978,0.0578,1,504,Failed,Spoofing
Device_31,670,206.79,84.24,ICMP,16106,164,None,4485.55,955,0.0885,0,1291,Pending,DDoS
Device_77,934,25.0,61.45,UDP,30928,949,RST,6107.21,785,0.0548,0,1372,Failed,DDoS
Device_13,1228,458.06,86.0,UDP,42480,806,SYN,4418.91,539,0.0654,1,630,Pending,DDoS
Device_14,242,17.29,32.08,TCP,40992,938,RST,5640.62,181,0.0349,0,1485,Pending,Phishing
Device_38,1192,437.59,58.76,TCP,620,555,RST,4719.9,702,0.0679,1,818,Pending,Spoofing
Device_46,193,32.98,81.51,UDP,150,705,RST,9668.85,737,0.0557,1,340,Failed,Spoofing
Device_45,1090,466.28,52.99,UDP,3465,964,None,1244.82,836,0.0691,0,1267,Pending,DDoS
Device_90,1453,249.07,78.6,TCP,673,682,FIN,6568.01,195,0.0673,0,118,Failed,Spoofing
Device_58,240,275.39,46.65,TCP,36649,383,ACK,6859.74,7,0.0429,1,1127,Pending,Phishing
Device_94,1381,89.78,80.94,UDP,11156,597,ACK,5006.94,980,0.0836,1,1067,Pending,DDoS
Device_47,462,24.07,51.96,ICMP,124,364,RST,9903.25,383,0.021,0,344,Failed,Spoofing
Device_38,66,23.99,60.44,TCP,45979,604,None,9020.31,897,0.0433,0,967,Failed,Phishing
Device_49,1281,353.9,13.95,TCP,11099,703,None,6188.8,432,0.0043,1,1079,Established,Normal
Device_80,83,138.07,2.3,TCP,54896,124,RST,6400.53,176,0.0361,0,194,Pending,Phishing
Device_8,110,122.79,64.26,TCP,42544,96,FIN,1876.27,449,0.0458,1,653,Failed,Phishing
Device_70,837,124.03,12.8,TCP,881,111,FIN,9557.84,100,0.0586,1,1226,Pending,Spoofing
Device_84,1130,194.75,16.4,UDP,81,843,RST,7137.33,866,0.0715,0,570,Failed,Spoofing
Device_90,1196,45.83,13.5,TCP,463,260,RST,9831.28,763,0.0785,0,1086,Failed,Spoofing
Device_6,1501,163.42,23.92,TCP,674,301,RST,8364.08,667,0.0791,1,53,Failed,Spoofing
Device_34,155,430.63,72.87,ICMP,5085,929,ACK,4648.12,513,0.0882,1,1487,Failed,DDoS
Device_34,145,211.76,35.65,TCP,29232,295,None,9187.52,421,0.0465,1,317,Failed,Phishing
Device_79,1494,361.1,61.85,TCP,36563,661,SYN,5980.76,822,0.071,0,624,Pending,DDoS
Device_7,650,202.49,55.0,UDP,6502,172,None,6673.54,950,0.0992,0,722,Pending,DDoS
Device_26,839,113.59,72.24,ICMP,30058,981,SYN,1563.11,753,0.0801,0,671,Pending,DDoS
Device_76,443,35.23,70.24,UDP,37355,405,SYN,198.87,984,0.0764,0,490,Failed,DDoS
Device_47,1034,246.58,36.11,ICMP,60114,137,FIN,2445.13,312,0.0054,0,123,Established,Normal
Device_33,1506,26.42,5.41,TCP,27578,302,RST,310.64,139,0.0073,0,1033,Established,Normal
Device_98,1410,440.9,80.44,TCP,45524,539,FIN,8730.29,900,0.0918,1,620,Failed,DDoS
Device_73,66,438.04,54.03,TCP,40143,385,SYN,8955.18,916,0.0158,0,1459,Failed,Phishing
Device_51,937,181.03,26.53,UDP,627,1004,FIN,3065.0,239,0.0473,0,160,Failed,Spoofing
Device_43,285,98.4,23.25,ICMP,368,480,RST,2847.06,328,0.0684,1,64,Failed,Spoofing
Device_9,523,347.87,65.75,ICMP,133,918,RST,3980.39,427,0.0209,1,549,Failed,Spoofing
Device_57,559,171.8,92.98,UDP,912,410,RST,7115.9,746,0.027,1,1304,Pending,Spoofing
Device_62,1020,17.77,11.82,ICMP,854,254,FIN,6288.75,153,0.0458,0,1005,Pending,Spoofing
Device_8,487,422.66,11.22,UDP,54870,532,ACK,5636.09,55,0.0134,0,1133,Established,Normal
Device_70,371,436.06,74.04,TCP,35520,545,SYN,2302.86,750,0.0972,1,644,Pending,DDoS
Device_10,1198,67.39,3.63,UDP,58673,550,SYN,3356.31,43,0.0142,0,93,Established,Normal
Device_100,1361,62.56,46.31,ICMP,333,863,RST,9442.69,85,0.0533,1,783,Pending,Spoofing
Device_89,106,238.61,93.93,TCP,40447,1017,None,1673.66,323,0.0487,1,285,Failed,Phishing
Device_35,228,156.29,88.34,TCP,3951,144,None,8396.59,892,0.0375,1,638,Pending,Phishing
Device_97,480,171.61,11.27,UDP,39694,510,None,7756.61,393,0.0116,1,11,Established,Normal
Device_44,500,1.57,54.43,ICMP,1665,51,SYN,8846.64,894,0.0552,0,1326,Failed,DDoS
Device_36,271,341.05,12.63,ICMP,58909,223,SYN,1040.25,292,0.0161,1,292,Established,Normal
Device_13,1380,139.59,97.1,TCP,897,22,FIN,5273.47,762,0.0777,0,527,Failed,Spoofing
Device_40,337,16.62,26.19,ICMP,28439,340,SYN,8374.28,320,0.0196,1,940,Established,Normal
Device_45,829,52.54,44.64,TCP,14360,544,FIN,8566.76,474,0.0028,1,742,Established,Normal
Device_77,264,123.55,88.52,ICMP,125,482,RST,7319.15,362,0.0402,1,1354,Pending,Spoofing
Device_77,615,91.83,11.89,TCP,248,985,RST,9776.38,339,0.0495,0,408,Failed,Spoofing
Device_20,1339,260.46,73.96,TCP,34400,912,FIN,150.34,747,0.0961,0,1146,Failed,DDoS
Device_20,190,7.49,53.02,TCP,47300,191,None,619.54,742,0.0384,1,1320,Pending,Phishing
Device_25,1333,74.31,9.04,ICMP,405,720,FIN,1761.39,713,0.0283,1,1260,Pending,Spoofing
Device_12,958,281.39,82.97,ICMP,964,963,RST,8183.5,319,0.0376,1,118,Pending,Spoofing
Device_85,111,189.03,97.08,TCP,24912,74,ACK,8740.82,240,0.0423,0,1409,Failed,Phishing
Device_95,1222,289.19,38.24,UDP,801,155,FIN,786.28,970,0.0747,1,649,Failed,Spoofing
Device_60,738,234.86,88.18,TCP,80,642,RST,420.82,452,0.0367,1,123,Failed,Spoofing
Device_12,1103,55.21,52.53,ICMP,36020,257,SYN,2070.9,833,0.082,1,543,Pending,DDoS
Device_98,100,37.03,18.79,TCP,19787,622,RST,5679.89,4,0.0488,1,689,Pending,Phishing
Device_59,183,184.21,85.46,TCP,60143,629,FIN,1422.6,58,0.0304,0,1050,Pending,Phishing
Device_4,184,140.41,86.83,TCP,40634,319,RST,5332.95,30,0.0355,0,522,Failed,Phishing
